Results of stylelint linter (version 13.9.0)
See documentation on https://nvuillam.github.io/mega-linter/descriptors/css_stylelint/
-----------------------------------------------

❌ [ERROR] doc/assets/css/main.css
    
    doc/assets/css/main.css
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                   no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                 no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                       no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                    no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                    no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      459:1    ✖  Expected selector ".col-10 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                    no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      460:1    ✖  Expected selector ".col-9 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      461:1    ✖  Expected selector ".col-8 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      462:1    ✖  Expected selector ".col-7 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      463:1    ✖  Expected selector ".col-6 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      464:1    ✖  Expected selector ".col-5 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      465:1    ✖  Expected selector ".col-4 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-11 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-10 > :first-child > :first-child > :first-child"                                                                                                                                                     no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-9 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-8 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-7 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-6 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-5 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-4 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-3 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-2 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector ".col-1 > :first-child > :first-child > :first-child"                                                                                                                                                      no-descending-specificity             
      466:1    ✖  Expected selector ".col-3 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :last-child > :last-child"                                                                                                                                                     no-descending-specificity             
      467:1    ✖  Expected selector ".col-2 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child"                                                                                                                                                   no-descending-specificity             
      467:1    ✖  Expected selector ".col-2 > :last-child > :last-child" to come before selector "ul.tsd-descriptions > li > :first-child > :first-child > :first-child"                                                                                                                                    no-descending-specificity             
      467:1    ✖  Expected selector ".col-2 > :last-child > :last-child" to come before selector ".tsd-panel > :first-child > :first-child > :first-child"                                                                                                                                                  no-descending-specificity             
      467:1    ✖  Expected selector ".col-2 > :last-child > :last-child" to come before selector ".col > :first-child > :first-child > :first-child"                                                                                                                                                        no-descending-specificity             
